Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
3308,"PS for mf by concentration","","PS for mf by concentration","","","LabTest","Text","Super Man","Super Man"
3309,"Culture (Plural Fluid)","","Culture (Plural Fluid)","","","LabTest","Text","Super Man","Super Man"
3310,"Cytology (Plural Fluid)","","Cytology (Plural Fluid)","","","LabTest","Text","Super Man","Super Man"
3311,"Differential Count (Plural Fluid)","","Differential Count (Plural Fluid)","","","LabTest","Text","Super Man","Super Man"
3312,"Gram Stain (Plural Fluid)","Gram Stain (Plural Fluid)","Gram Stain (Plural Fluid)","","","LabTest","Text","Super Man","Super Man"
3313,"Protein (Plural Fluid)","","Protein (Plural Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3314,"Sugar (Plural Fluid)","","Sugar (Plural Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3315,"Total Leucocyte Count (Plural Fluid)","","Total Leucocyte Count (Plural Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3316,"ZN Stain (Plural Fluid)","ZN Stain (Plural Fluid)","ZN Stain (Plural Fluid)","","","LabTest","Text","Super Man","Super Man"
3317,"Culture (Body Fluid) (Pus)","","Culture (Body Fluid) (Pus)","","","LabTest","Text","Super Man","Super Man"
3318,"Cytology (Pus)","","Cytology (Pus)","","","LabTest","Text","Super Man","Super Man"
3319,"Differential Count (Pus)","","Differential Count (Pus)","","","LabTest","Text","Super Man","Super Man"
3320,"Gram Stain (Body Fluid) (Pus)","Gram Stain (Body Fluid) (Pus)","Gram Stain (Body Fluid) (Pus)","","","LabTest","Text","Super Man","Super Man"
3321,"Protein (Pus)","","Protein (Pus)","","","LabTest","Numeric","Super Man","Super Man"
3322,"Sugar (Pus)","","Sugar (Pus)","","","LabTest","Numeric","Super Man","Super Man"
3323,"Total Leucocyte Count (Pus)","","Total Leucocyte Count (Pus)","","","LabTest","Numeric","Super Man","Super Man"
3324,"ZN Stain (Body Fluid) (Pus)","ZN Stain (Body Fluid) (Pus)","ZN Stain (Body Fluid) (Pus)","","","LabTest","Text","Super Man","Super Man"
3325,"Culture (Pyrotinial Fluid)","","Culture (Pyrotinial Fluid)","","","LabTest","Text","Super Man","Super Man"
3326,"Cytology (Pyrotinial Fluid)","","Cytology (Pyrotinial Fluid)","","","LabTest","Text","Super Man","Super Man"
3327,"Cytology (Peritoneal Fluid)","","Cytology (Peritoneal Fluid)","","","LabTest","Text","Super Man","Super Man"
3328,"Differential Count (Purotinial Fluid)","","Differential Count (Purotinial Fluid)","","","LabTest","Text","Super Man","Super Man"
3329,"Differential Count (Peritoneal Fluid)","","Differential Count (Peritoneal Fluid)","","","LabTest","Text","Super Man","Super Man"
3330,"Gram Stain (Pyrotinial Fluid)","","Gram Stain (Pyrotinial Fluid)","","","LabTest","Text","Super Man","Super Man"
3331,"Protein (Pyrotinial Fluid)","","Protein (Pyrotinial Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3332,"Sugar (Pyrotinial Fluid)","","Sugar (Pyrotinial Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3333,"Sugar (Peritoneal Fluid)","","Sugar (Peritoneal Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3334,"Total Leucocyte Count (Pyrotinial Fluid)","","Total Leucocyte Count (Pyrotinial Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3335,"Total Leucocyte Count (Peritoneal Fluid)","","Total Leucocyte Count (Peritoneal Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3336,"ZN Stain (Pyrotinial Fluid)","","ZN Stain (Pyrotinial Fluid)","","","LabTest","Text","Super Man","Super Man"
3337,"ZN Stain (Peritoneal Fluid)","ZN Stain (Peritoneal Fluid)","ZN Stain (Peritoneal Fluid)","","","LabTest","Text","Super Man","Super Man"
3338,"Renal Concentrating Ability","","Renal Concentrating Ability","","","LabTest","Text","Super Man","Super Man"
3339,"Total Leucocyte Count (Blood)","","Total Leucocyte Count (Blood)","","","LabTest","Numeric","Super Man","Super Man"
3340,"Albumin (Routine Urine)","","Albumin (Routine Urine)","","","LabTest","Coded","Super Man","Super Man"
3341,"Specific Gravity","","Specific Gravity","","","LabTest","Numeric","Super Man","Super Man"
3342,"Sugar (Routine Urine)","","Sugar (Routine Urine)","","","LabTest","Coded","Super Man","Super Man"
3343,"Sugar (Routine Urin)","","Sugar (Routine Urin)","","","LabTest","Coded","Super Man","Super Man"
3344,"Colour","Colour","Colour","","","LabTest","Text","Super Man","Super Man"
3345,"Liquification time","Liquification time","Liquification time","","","LabTest","Numeric","Super Man","Super Man"
3346,"Motility","Motility","Motility","","","LabTest","Text","Super Man","Super Man"
3347,"Parasite","Parasite","Parasite","","","LabTest","Text","Super Man","Super Man"
3348,"RBC (Semen)","RBC (Semen)","RBC (Semen)","","","LabTest","Text","Super Man","Super Man"
3349,"Result","Result","Result","","","LabTest","Text","Super Man","Super Man"
3350,"Total Count","Total Count","Total Count","","","LabTest","Numeric","Super Man","Super Man"
3351,"Viscoscity","Viscoscity","Viscoscity","","","LabTest","Text","Super Man","Super Man"
3352,"Anti Streptolysin Qualitative","","Anti Streptolysin Qualitative","","","LabTest","Text","Super Man","Super Man"
3353,"Anti Streptolysin Turbidometry","","Anti Streptolysin Turbidometry","","","LabTest","Numeric","Super Man","Super Man"
3354,"RA Factor - Qualitative","","RA Factor - Qualitative","","","LabTest","Text","Super Man","Super Man"
3355,"RA Factor - Turbidometry","","RA Factor - Turbidometry","","","LabTest","Numeric","Super Man","Super Man"
3356,"Troponin - T","","Troponin - T","","","LabTest","Text","Super Man","Super Man"
3357,"WIDAL Qualitative","","WIDAL Qualitative","","","LabTest","Text","Super Man","Super Man"
3358,"Hepatitis A (Rapid)","","Hepatitis A (Rapid)","","","LabTest","Text","Super Man","Super Man"
3359,"Hepatitis A (Elisa)","","Hepatitis A (Elisa)","","","LabTest","Text","Super Man","Super Man"
3360,"Hepatitis E (Rapid)","","Hepatitis E (Rapid)","","","LabTest","Text","Super Man","Super Man"
3361,"Hepatitis E (Elisa)","","Hepatitis E (Elisa)","","","LabTest","Text","Super Man","Super Man"
3362,"Dengue (Rapid)","","Dengue (Rapid)","","","LabTest","Text","Super Man","Super Man"
3363,"Dengue (Elisa)","","Dengue (Elisa)","","","LabTest","Text","Super Man","Super Man"
3364,"Color (w/o concentration)","","Color (w/o concentration)","","","LabTest","Text","Super Man","Super Man"
3365,"Fat Droplets (w/o concentration)","","Fat Droplets (w/o concentration)","","","LabTest","Text","Super Man","Super Man"
3366,"Food Particles (w/o concentration)","","Food Particles (w/o concentration)","","","LabTest","Text","Super Man","Super Man"
3367,"Others (Stool w/o concentration)","","Others (Stool w/o concentration)","","","LabTest","Text","Super Man","Super Man"
3368,"Ova/Parasite/Cyst","","Ova/Parasite/Cyst","","","LabTest","Text","Super Man","Super Man"
3369,"Pus Cells (Stool)","","Pus Cells (Stool)","","","LabTest","Text","Super Man","Super Man"
3370,"Quality","","Quality","","","LabTest","Text","Super Man","Super Man"
3371,"Color (with concentration)","","Color (with concentration)","","","LabTest","Text","Super Man","Super Man"
3372,"Fat Droplets (with concentration)","","Fat Droplets (with concentration)","","","LabTest","Text","Super Man","Super Man"
3373,"Food Particles (with concentration)","","Food Particles (with concentration)","","","LabTest","Text","Super Man","Super Man"
3374,"Others (Stool with concentration)","","Others (Stool with concentration)","","","LabTest","Text","Super Man","Super Man"
3375,"Stool occult blood","","Stool occult blood","","","LabTest","Text","Super Man","Super Man"
3376,"LE (Urine)","","LE (Urine)","","","LabTest","Text","Super Man","Super Man"
3377,"Nitrite","","Nitrite","","","LabTest","Text","Super Man","Super Man"
3378,"Cast","","Cast","","","LabTest","Text","Super Man","Super Man"
3379,"Crystal","","Crystal","","","LabTest","Text","Super Man","Super Man"
3380,"Others (Urine)","","Others (Urine)","","","LabTest","Text","Super Man","Super Man"
3381,"Pus Cells (Urine)","","Pus Cells (Urine)","","","LabTest","Text","Super Man","Super Man"
3382,"RBC (Urine)","","RBC (Urine)","","","LabTest","Text","Super Man","Super Man"
3383,"Vaginal Trichomonas","","Vaginal Trichomonas","","","LabTest","Text","Super Man","Super Man"
3384,"Yeast Cell","","Yeast Cell","","","LabTest","Text","Super Man","Super Man"
3385,"Gram Stain (Vaginal)","","Gram Stain (Vaginal)","","","LabTest","Text","Super Man","Super Man"
3386,"LE (Vaginal)","","LE (Vaginal)","","","LabTest","Text","Super Man","Super Man"
3387,"Microscopy of KOH mount","","Microscopy of KOH mount","","","LabTest","Text","Super Man","Super Man"
3388,"Microscopy of Saline mount","","Microscopy of Saline mount","","","LabTest","Text","Super Man","Super Man"
3389,"pH (Vaginal)","","pH (Vaginal)","","","LabTest","Numeric","Super Man","Super Man"
3390,"Whiff test","","Whiff test","","","LabTest","Text","Super Man","Super Man"
3391,"ZN Stain (Urine)","ZN Stain (Urine)","ZN Stain (Urine)","","","LabTest","Text","Super Man","Super Man"
3392,"Bence Jones Protein","","Bence Jones Protein","","","LabTest","Text","Super Man","Super Man"
3393,"Culture (Sputum)","","Culture (Sputum)","","","LabTest","Text","Super Man","Super Man"
3394,"Routine Microbiology Culture (Stool)","","Routine Microbiology Culture (Stool)","","","LabTest","Text","Super Man","Super Man"
3395,"Urine Protein Creatinine Ratio","","Urine Protein Creatinine Ratio","","","LabTest","Numeric","Super Man","Super Man"
3396,"Montoux Test (Test)","Montoux Test","Montoux Test (Test)","","","LabTest","Text","Super Man","Super Man"
3397,"Scrapping for Fungus (Test)","Scrapping for Fungus","Scrapping for Fungus (Test)","","","LabTest","Text","Super Man","Super Man"
3398,"CD4 Test","","CD4 Test","","","LabTest","Text","Super Man","Super Man"
3399,"Hb1AC","","Hb1AC","","","LabTest","Numeric","Super Man","Super Man"
3400,"TORCH (IGG)","","TORCH (IGG)","","","LabTest","Text","Super Man","Super Man"
3401,"TORCH (IGM)","","TORCH (IGM)","","","LabTest","Text","Super Man","Super Man"
3402,"Calcium (mmole/l)","","Calcium (mmole/l)","","","LabTest","Numeric","Super Man","Super Man"
3403,"Urine Creatinine","","Urine Creatinine","","","LabTest","Numeric","Super Man","Super Man"
3404,"Urine Protein","","Urine Protein","","","LabTest","Numeric","Super Man","Super Man"
3405,"APTT (Test) (Serum)","","APTT (Test) (Serum)","","","LabTest","Numeric","Super Man","Super Man"
3406,"APTT (Control) (Blood)","APTT (Control) (Blood)","APTT (Control) (Blood)","","","LabTest","Numeric","Super Man","Super Man"
3407,"INR Ratio (Serum)","","INR Ratio (Serum)","","","LabTest","Numeric","Super Man","Super Man"
3408,"Prothrombin Time (Control) (Serum)","","Prothrombin Time (Control) (Serum)","","","LabTest","Numeric","Super Man","Super Man"
3409,"Prothrombin Time (Test) (Serum)","","Prothrombin Time (Test) (Serum)","","","LabTest","Numeric","Super Man","Super Man"
3410,"Culture (Tissue)","","Culture (Tissue)","","","LabTest","Text","Super Man","Super Man"
3411,"Culture (Semen)","","Culture (Semen)","","","LabTest","Text","Super Man","Super Man"
3412,"Gram Stain (Body Fluid)","Gram Stain (Body Fluid)","Gram Stain (Body Fluid)","","","LabTest","Text","Super Man","Super Man"
3413,"HIV ELISA (Serum)","","HIV ELISA (Serum)","","","LabTest","Text","Super Man","Super Man"
3414,"Routine Microbiology Culture (Urine)","","Routine Microbiology Culture (Urine)","","","LabTest","Text","Super Man","Super Man"
3415,"ZN Stain (Stool)","ZN Stain (Stool)","ZN Stain (Stool)","","","LabTest","Text","Super Man","Super Man"
3416,"ZN Stain (Sputum)","ZN Stain (Sputum)","ZN Stain (Sputum)","","","LabTest","Text","Super Man","Super Man"
3417,"ZN Stain (Body Fluid)","ZN Stain (Body Fluid)","ZN Stain (Body Fluid)","","","LabTest","Text","Super Man","Super Man"
3418,"ZN Stain (Pus)","ZN Stain (Pus)","ZN Stain (Pus)","","","LabTest","Text","Super Man","Super Man"
3419,"ZN Stain (Slit Skin)","ZN Stain (Slit Skin)","ZN Stain (Slit Skin)","","","LabTest","Text","Super Man","Super Man"
3420,"HLA B27","","HLA B27","","","LabTest","Text","Super Man","Super Man"
3421,"Bend Cell","","Bend Cell","","","LabTest","Text","Super Man","Super Man"
3422,"Pre Dinner Sugar","","Pre Dinner Sugar","","","LabTest","Numeric","Super User","Super Man"
3423,"Nucleated RBC","","Nucleated RBC","","","LabTest","Text","Super Man","Super Man"
3424,"Hypersegmented Polymorphs (HSP)","","Hypersegmented Polymorphs (HSP)","","","LabTest","Text","Super Man","Super Man"
3425,"Gram Stain (Tissue)","Gram Stain (Tissue)","Gram Stain (Tissue)","","","LabTest","Text","Super Man","Super Man"
3426,"ZN Stain (Tissue)","ZN Stain (Tissue)","ZN Stain (Tissue)","","","LabTest","Text","Super Man","Super Man"
3427,"Hanging Drop (Stool)","Hanging Drop (Stool)","Hanging Drop (Stool)","","","LabTest","Text","Super Man","Super Man"
3428,"PTH","","PTH","","","LabTest","Numeric","Super Man","Super Man"
3429,"VMA","","VMA","","","LabTest","Text","Super Man","Super Man"
3430,"Urine - VMA","","Urine - VMA","","","LabTest","Text","Super Man","Super Man"
3431,"Urine VMA","","Urine VMA","","","LabTest","Text","Super Man","Super Man"
3432,"Vitamin B-12","","Vitamin B-12","","","LabTest","Numeric","Super Man","Super Man"
3433,"Urine haemoglobin","","Urine haemoglobin","","","LabTest","Text","Super Man","Super Man"
3434,"CSF India ink","CSF India ink","CSF India ink","","","LabTest","Text","Super Man","Super Man"
3435,"Urine AFB","","Urine AFB","","","LabTest","Text","Super Man","Super Man"
3436,"Adinosin diamarese","","Adinosin diamarese
Adinosin diamarese","","","LabTest","Numeric","Super Man","Super Man"
3437,"ADA","","ADA","","","LabTest","Numeric","Super Man","Super Man"
3438,"Adinosin diamarese (Asitic Fluid)","","Adinosin diamarese (Asitic Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3439,"non- adrenaline","","non- adrenaline","","","LabTest","Numeric","Super Man","Super Man"
3440,"bone marrow  test","","bone marrow  test","","","LabTest","Text","Super Man","Super Man"
3441,"bone marrow test","","bone marrow test","","","LabTest","Text","Super Man","Super Man"
3442,"ANTI HEPATITIES E VIRUS","","ANTI HEPATITIES E VIRUS","","","LabTest","Numeric","Super Man","Super Man"
3443,"Anti HEV","","Anti HEV","","","LabTest","Numeric","Super Man","Super Man"
3444,"Serum  Cortisol","","Serum  Cortisol","","","LabTest","Numeric","Super Man","Super Man"
3445,"Serum Electrophoresis","","Serum Electrophoresis","","","LabTest","Text","Super Man","Super Man"
3446,"RPR qualitative","","RPR qualitative","","","LabTest","Text","Super Man","Super Man"
3447,"GGT","","GGT","","","LabTest","Numeric","Super Man","Super Man"
3448,"COMPLEMENT (C3)","","COMPLEMENT (C3)","","","LabTest","Numeric","Super Man","Super Man"
3449,"ANCA","","ANCA","","","LabTest","Numeric","Super Man","Super Man"
3450,"Ceruloplasmin","","Ceruloplasmin","","","LabTest","Numeric","Super User","Super Man"
3451,"Pus Cell (BAL)","","Pus Cell (BAL)","","","LabTest","Text","Super Man","Super Man"
3452,"Red Blood Cell (BAL)","","Red Blood Cell (BAL)","","","LabTest","Text","Super Man","Super Man"
3453,"Red lood Cell (BAL)","","Red lood Cell (BAL)","","","LabTest","Text","Super Man","Super Man"
3454,"Epithilial cell  (BAL)","","Epithilial cell  (BAL)","","","LabTest","Text","Super Man","Super Man"
3455,"Epithilial Cell (BAL)","","Epithilial Cell (BAL)","","","LabTest","Text","Super Man","Super Man"
3456,"Epithelial Cell (BAL)","","Epithelial Cell (BAL)","","","LabTest","Text","Super Man","Super Man"
3457,"Parasite (BAL)","Parasite (BAL)","Parasite (BAL)","","","LabTest","Text","Super Man","Super Man"
3458,"ZN Stain (BAL)","ZN Stain (BAL)","ZN Stain (BAL)","","","LabTest","Text","Super Man","Super Man"
3459,"Gram Stain (BAL)","Gram Stain (BAL)","Gram Stain (BAL)","","","LabTest","Text","Super Man","Super Man"
3460,"AFB Culture","","AFB Culture","","","LabTest","Text","Super Man","Super Man"
3461,"AFB Culture (BAL)","","AFB Culture (BAL)","","","LabTest","Text","Super Man","Super Man"
3462,"Cytology (BAL)","Cytology (BAL)","Cytology (BAL)","","","LabTest","Text","Super Man","Super Man"
3463,"Pus Cell (GAL)","","Pus Cell (GAL)","","","LabTest","Text","Super Man","Super Man"
3464,"Red Blood Cell (GAL)","","Red Blood Cell (GAL)","","","LabTest","Text","Super Man","Super Man"
3465,"Epithilial Cell (GAL)","","Epithilial Cell (GAL)","","","LabTest","Text","Super Man","Super Man"
3466,"Epithelial Cell (GAL)","","Epithelial Cell (GAL)","","","LabTest","Text","Super Man","Super Man"
3467,"Parasite (GAL)","","Parasite (GAL)","","","LabTest","Text","Super Man","Super Man"
3468,"ZN Stain (GAL)","","ZN Stain (GAL)","","","LabTest","Text","Super Man","Super Man"
3469,"Gram Stain (GAL)","","Gram Stain (GAL)","","","LabTest","Text","Super Man","Super Man"
3470,"AFB Culture (GAL)","","AFB Culture (GAL)","","","LabTest","Text","Super Man","Super Man"
3471,"Cytology (AL)","","Cytology (AL)","","","LabTest","Text","Super Man","Super Man"
3472,"Cytology (GAL)","","Cytology (GAL)","","","LabTest","Text","Super Man","Super Man"
3473,"Routine Microbiology Culture (GAL)","","Routine Microbiology Culture (GAL)","","","LabTest","Text","Super Man","Super Man"
3474,"Normal Saline mount (Vaginal Fluid)","","Normal Saline mount (Vaginal Fluid)","","","LabTest","Text","Super Man","Super Man"
3475,"KOH mount (Vaginal mount)","","KOH mount (Vaginal mount)","","","LabTest","Text","Super Man","Super Man"
3476,"pH (Vaginal Fluid)","","pH (Vaginal Fluid)","","","LabTest","Text","Super Man","Super Man"
3477,"Whiff test (Vaginal Fluid)","","Whiff test (Vaginal Fluid)","","","LabTest","Text","Super Man","Super Man"
3478,"Gram Stain (Vaginal Fluid)","","Gram Stain (Vaginal Fluid)","","","LabTest","Text","Super Man","Super Man"
3479,"Zn Stain (Vaginal Fluid)","","Zn Stain (Vaginal Fluid)","","","LabTest","Text","Super Man","Super Man"
3480,"Cytology (Vaginal Fluid)","","Cytology (Vaginal Fluid)","","","LabTest","Text","Super Man","Super Man"
3481,"Histopathology (Tissue)","","Histopathology (Tissue)","","","LabTest","Text","Super Man","Super Man"
3482,"FNAC","","FNAC","","","LabTest","Text","Super Man","Super Man"
3483,"Fine Needle Aspiration Cytology (FNAC)","","Fine Needle Aspiration Cytology (FNAC)","","","LabTest","Text","Super Man","Super Man"
3484,"Cytopathology","","Cytopathology","","","LabTest","Text","Super Man","Super Man"
3485,"Cytopathology (Tissue)","","Cytopathology (Tissue)","","","LabTest","Text","Super Man","Super Man"
3486,"Haemoglobin Range","","Haemoglobin Range","","","LabTest","Coded","Super Man","Super Man"
3487,"LPA","","LPA","","","LabTest","Text","Super Man","Super Man"
3488,"LPA (Sputum)","","LPA (Sputum)","","","LabTest","Text","Super Man","Super Man"
3489,"LJ","","LJ","","","LabTest","Text","Super Man","Super Man"
3490,"LJ (Sputum)","","LJ (Sputum)","","","LabTest","Text","Super Man","Super Man"
3491,"CBNAAT","","CBNAAT","","","LabTest","Text","Super Man","Super Man"
3492,"CBNAAT (Sputum)","","CBNAAT (Sputum)","","","LabTest","Text","Super Man","Super Man"
3493,"LPA (Asitic Fluid)","","LPA (Asitic Fluid)","","","LabTest","Text","Super Man","Super Man"
3494,"LJ (Asitic Fluid)","","LJ (Asitic Fluid)","","","LabTest","Text","Super Man","Super Man"
3495,"CBNAAT (Asitic Fluid)","","CBNAAT (Asitic Fluid)","","","LabTest","Text","Super Man","Super Man"
3496,"LPA (CSF)","","LPA (CSF)","","","LabTest","Text","Super Man","Super Man"
3497,"LJ (CSF)","","LJ (CSF)","","","LabTest","Text","Super Man","Super Man"
3498,"CBNAAT (CSF)","","CBNAAT (CSF)","","","LabTest","Text","Super Man","Super Man"
3499,"LPA (Knee Joint Fluid)","","LPA (Knee Joint Fluid)","","","LabTest","Text","Super Man","Super Man"
3500,"LJ (Knee Joint Fluid)","","LJ (Knee Joint Fluid)","","","LabTest","Text","Super Man","Super Man"
3501,"CBNAAT (Knee Joint Fluid)","","CBNAAT (Knee Joint Fluid)","","","LabTest","Text","Super Man","Super Man"
3502,"LPA (Pleural Fluid)","","LPA (Pleural Fluid)","","","LabTest","Text","Super Man","Super Man"
3503,"LJ (Pleural Fluid)","","LJ (Pleural Fluid)","","","LabTest","Text","Super Man","Super Man"
3504,"CBNAAT (Pleural Fluid)","","CBNAAT (Pleural Fluid)","","","LabTest","Text","Super Man","Super Man"
3505,"LPA (Peritoneal Fluid)","","LPA (Peritoneal Fluid)","","","LabTest","Text","Super Man","Super Man"
3506,"LJ (Peritoneal Fluid)","","LJ (Peritoneal Fluid)","","","LabTest","Text","Super Man","Super Man"
3507,"CBNAAT (Peritoneal Fluid)","","CBNAAT (Peritoneal Fluid)","","","LabTest","Text","Super Man","Super Man"
3508,"LPA (GAL)","","LPA (GAL)","","","LabTest","Text","Super Man","Super Man"
3509,"LJ (GAL)","","LJ (GAL)","","","LabTest","Text","Super Man","Super Man"
3510,"CBNAAT (GAL)","","CBNAAT (GAL)","","","LabTest","Text","Super Man","Super Man"
3511,"LPA (BAL)","","LPA (BAL)","","","LabTest","Text","Super Man","Super Man"
3512,"LJ (BAL)","","LJ (BAL)","","","LabTest","Text","Super Man","Super Man"
3513,"CBNAAT (BAL)","","CBNAAT (BAL)","","","LabTest","Text","Super Man","Super Man"
3514,"Adinosin diamarese (CSF)","","Adinosin diamarese (CSF)","","","LabTest","Numeric","Super Man","Super Man"
3515,"Adinosin diamarese (BAL)","","Adinosin diamarese (BAL)","","","LabTest","Numeric","Super Man","Super Man"
3516,"Adinosin diamarese (GAL)","","Adinosin diamarese (GAL)","","","LabTest","Numeric","Super Man","Super Man"
3517,"Adinosin diamarese (Knee Joint Fluid)","","Adinosin diamarese (Knee Joint Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3518,"Adinosin diamarese (Peritoneal Fluid)","","Adinosin diamarese (Peritoneal Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3519,"Adinosin diamarese (Pleural Fluid)","","Adinosin diamarese (Pleural Fluid)","","","LabTest","Numeric","Super Man","Super Man"
3520,"LPA (Other Body Fluids)","","LPA (Other Body Fluids)","","","LabTest","Text","Super Man","Super Man"
3521,"LJ (Other Body Fluids)","","LJ (Other Body Fluids)","","","LabTest","Text","Super Man","Super Man"
3522,"CBNAAT (Other Body Fluids)","","CBNAAT (Other Body Fluids)","","","LabTest","Text","Super Man","Super Man"
3523,"LPA (Vaginal Fluid)","","LPA (Vaginal Fluid)","","","LabTest","Text","Super Man","Super Man"
3524,"LJ (Vaginal Fluid)","","LJ (Vaginal Fluid)","","","LabTest","Text","Super Man","Super Man"
3525,"CBNAAT (Vaginal Fluid)","","CBNAAT (Vaginal Fluid)","","","LabTest","Text","Super Man","Super Man"
3526,"ADA (Pus)","","ADA (Pus)","","","LabTest","Numeric","Super Man","Super Man"
3527,"CBNAAT (Pus)","","CBNAAT (Pus)","","","LabTest","Text","Super Man","Super Man"
3528,"LJ (Pus)","","LJ (Pus)","","","LabTest","Text","Super Man","Super Man"
3529,"LPA (Pus)","","LPA (Pus)","","","LabTest","Text","Super Man","Super Man"
3530,"LPA (Urine)","","LPA (Urine)","","","LabTest","Text","Super Man","Super Man"
3531,"LJ (Urine)","","LJ (Urine)","","","LabTest","Text","Super Man","Super Man"
3532,"CBNAAT (Urine)","","CBNAAT (Urine)","","","LabTest","Text","Super Man","Super Man"
3533,"Serum C Peptide","","Serum C Peptide","","","LabTest","Numeric","Super Man","Super Man"
3534,"GAD Antibody","","GAD Antibody","","","LabTest","Coded","Super Man","Super Man"
3535,"DS-DNA","","DS-DNA","","","LabTest","Numeric","Super Man","Super Man"
3536,"COMPLEMENT (C4)","","COMPLEMENT (C4)","","","LabTest","Numeric","Super Man","Super Man"
3537,"Serum ACE level","","Serum ACE level","","","LabTest","Numeric","Super Man","Super Man"
3538,"LPA (Tissue)","","LPA (Tissue)","","","LabTest","Text","Super Man","Super Man"
3539,"LJ (Tissue)","","LJ (Tissue)","","","LabTest","Text","Super Man","Super Man"
3540,"CBNAAT (Tissue)","","CBNAAT (Tissue)","","","LabTest","Text","Super Man","Super Man"
3541,"Creatinine Clearance","","Creatinine Clearance","","","LabTest","Numeric","Super Man","Super Man"
3542,"CEA","","CEA","","","LabTest","Numeric","Super Man","Super Man"
3543,"TPHA","","TPHA","","","LabTest","Coded","Super Man","Super Man"
3544,"ACE","","ACE","","","LabTest","Numeric","Super Man","Super Man"
3545,"Homocysteine","","Homocysteine","","","LabTest","Numeric","Super Man","Super Man"
3546,"FSH Test","","FSH Test","","","LabTest","Numeric","Super Man","Super Man"
3547,"ANTI - dsDNA","","ANTI - dsDNA","","","LabTest","Numeric","Super Man","Super Man"
3548,"Hydatid Serology","","Hydatid Serology","","","LabTest","Coded","Super Man","Super Man"
3549,"Serum Lipase","","Serum Lipase","","","LabTest","Numeric","Super Man","Super Man"
3550,"Herpes simplex virus (HSV)","","Herpes simplex virus (HSV)","","","LabTest","Coded","Super Man","Super Man"
3551,"Urine Copper","","Urine Copper","","","LabTest","Numeric","Super Man","Super Man"
3552,"Test1","","Test1","","","LabTest","Text","Super Man","Super Man"
3553,"Test2","","Test2","","","LabTest","Text","Super Man","Super Man"
3554,"Microbiology Department","Microbiology","Microbiology Department","","Culture (Asitic Fluid)
Culture (CSF)
Culture (Knee Joint Fluid)
Culture (Plural Fluid)
Culture (Body Fluid) (Pus)
Culture (Peritoneal Fluid)
Culture (Sputum)
Routine Microbiology Culture (Stool)
Culture (Tissue)
Culture (Blood)
Culture (Semen)
Routine Microbiology Culture (Urine)
Culture (Pus)","Department","N/A","Super Man","Super Man"
3555,"Histo Pathology Department","Histo Pathology","Histo Pathology Department","","Cytology (Asitic Fluid)
Cytology (CSF)
Cytology (Knee Joint Fluid)
Cytology (Plural Fluid)
Cytology (Pus)
Cytology (Peritoneal Fluid)","Department","N/A","Super Man","Super Man"
3556,"Serology Department","Serology","Serology Department","","AFP
Cross Match
HbsAg ELISA
HbsAg Rapid
HCV ELISA
HCV Tridot
HIV ELISA (Blood)
HIV Tridot
Malaria Parasite
VDRL ELISA
VDRL Rapid
Anti Streptolysin Qualitative
Anti Streptolysin Turbidometry
RA Factor - Qualitative
RA Factor - Turbidometry
Troponin - T
WIDAL Qualitative
Hepatitis A (Rapid)
Hepatitis A (Elisa)
Hepatitis E (Rapid)
Hepatitis E (Elisa)
Dengue (Rapid)
Dengue (Elisa)
HIV ELISA (Serum)
RPR qualitative","Department","N/A","Super Man","Super Man"
3557,"Vaginal Department","Vaginal","Vaginal Department","","Gram Stain (Vaginal)
LE (Vaginal)
Microscopy of KOH mount
Microscopy of Saline mount
pH (Vaginal)
Whiff test","Department","N/A","Super Man","Super Man"
3558,"Anaemia Panel","Anaemia Panel","Anaemia Panel","","Sickling Test
Haemoglobin
Packed Cell Volume (PCV)
Absolute Eosinphil Count
MCV
Hb Electrophoresis
Platelet Count
MCH
RBC count
PS for RBC Morphology
Reticulocyte count
MCHC","LabSet","N/A","Super Man","Super Man"
3559,"Biochemistry","Biochemistry","Biochemistry","","Creatinine
RBS
AFP
LDH
Blood Urea
Prolactin
B HCG
Urea Nitrogen
FT3
ANA
FT4
Bicarbonate
PSA
LH
CA19-9
Uric acid
CA-125
FBS
Ferittin
Creatinine Kinase
PP2BS","LabSet","N/A","Super Man","Super Man"
3560,"Coagulation Factor","Coagulation Factor","Coagulation Factor","","APTT (Test) (Blood)
Prothrombin Time (Control) (Blood)
APTT (Control) (Blood)
Prothrombin Time (Test) (Blood)
INR Ratio (Blood)
Bleeding Time
Clotting Time","LabSet","N/A","Super Man","Super Man"
